GAME_ID,HOME_TEAM,AWAY_TEAM,HOME_WIN
0022400585,LAL,BKN,True
0022400578,NYK,MIN,False
0022400581,NOP,UTA,True
0022400584,CHI,CHA,False
0022400579,MIA,DEN,False
0022400583,DAL,OKC,True
0022400577,BOS,ORL,True
0022400580,MIL,TOR,True
0022400582,SAS,MEM,False
0022400575,POR,LAC,False
0022400573,WAS,PHX,False
0022400572,DET,IND,False
0022400574,OKC,CLE,True
0022400576,SAC,HOU,True
0022400565,MIN,GSW,False
0022400564,MIL,ORL,True
0022400561,PHI,NYK,False
0022400568,DEN,HOU,False
0022400562,TOR,BOS,True
0022400566,NOP,DAL,True
0022400567,SAS,MEM,False
0022400571,LAC,BKN,True
0022400569,UTA,CHA,False
0022400563,CHI,ATL,False
0022400570,LAL,MIA,True
0022400557,CHI,NOP,False
0022400560,POR,BKN,False
0022400554,IND,CLE,False
0022400555,PHI,OKC,False
0022400558,MIL,SAC,True
0022400559,DAL,DEN,False
0022400556,ATL,PHX,True
0022400552,LAL,SAS,False
0022400551,HOU,MEM,True
0022400549,NYK,DET,False
0022400553,LAC,MIA,True
0022400548,WAS,MIN,False
0022400550,TOR,GSW,True
0022400545,WAS,OKC,False
0022400546,UTA,BKN,True
0022400543,CLE,IND,False
0022400541,CHI,SAC,False
0022400542,BOS,NOP,True
0022400539,NYK,MIL,True
0022400544,ORL,PHI,True
0022400540,DAL,DEN,False
0022400547,PHX,CHA,True
0022400535,MIN,MEM,False
0022400536,POR,MIA,False
0022400534,DET,TOR,True
0022400533,PHX,UTA,True
0022400525,IND,GSW,True
0022400528,BOS,SAC,False
0022400529,NYK,OKC,False
0022400527,PHI,NOP,False
0022400526,ORL,MIL,False
0022400531,DEN,BKN,True
0022400530,CHI,WAS,True
0022400517,CLE,TOR,True
0022400522,PHX,ATL,True
0022400520,MEM,HOU,False
0022400521,DAL,POR,True
0022400518,DET,GSW,False
0022400523,UTA,MIA,False
0022400519,ORL,MIN,False
0022400510,IND,CHI,True
0022400513,BKN,DET,False
0022400509,CLE,OKC,True
0022400514,NOP,POR,False
0022400515,DEN,LAC,True
0022400511,NYK,TOR,True
0022400516,MIL,SAS,True
